model,task,pass@1_value
Incoder_H,ComplexCalculator,0.0
Incoder_H,CookiesUtil,0.0
Incoder_H,CSVProcessor,0.0
Incoder_H,CurrencyConverter,0.0
Incoder_H,DatabaseProcessor,0.0
Incoder_H,DataStatistics,0.0
Incoder_H,DataStatistics2,0.0
Incoder_H,DataStatistics4,0.0
Incoder_H,DecryptionUtils,0.0
Incoder_H,DiscountStrategy,0.0
Incoder_H,DocFileHandler,0.0
Incoder_H,EightPuzzle,0.0
Incoder_H,EmailClient,0.0
Incoder_H,EncryptionUtils,0.0
Incoder_H,ExcelProcessor,0.0
Incoder_H,ExpressionCalculator,0.0
Incoder_H,FitnessTracker,0.0
Incoder_H,GomokuGame,0.0
Incoder_H,Hotel,1.0
Incoder_H,HRManagementSystem,0.0
Incoder_H,HtmlUtil,0.0
Incoder_H,ImageProcessor,0.0
Incoder_H,Interpolation,0.0
Incoder_H,IPAddress,0.0
Incoder_H,IpUtil,0.0
Incoder_H,JobMarketplace,0.0
Incoder_H,JSONProcessor,0.0
Incoder_H,KappaCalculator,0.0
Incoder_H,Lemmatization,0.0
Incoder_H,LongestWord,0.0
Incoder_H,MahjongConnect,0.0
Incoder_H,Manacher,0.0
Incoder_H,MetricsCalculator,0.0
Incoder_H,MetricsCalculator2,0.0
Incoder_H,MinesweeperGame,0.0
Incoder_H,MovieBookingSystem,0.0
Incoder_H,MovieTicketDB,0.0
Incoder_H,MusicPlayer,0.0
Incoder_H,NLPDataProcessor,0.0
Incoder_H,NLPDataProcessor2,0.0
Incoder_H,NumberConverter,0.0
Incoder_H,NumberWordFormatter,0.0
Incoder_H,NumericEntityUnescaper,0.0
Incoder_H,Order,0.0
Incoder_H,PageUtil,0.0
Incoder_H,PDFHandler,0.0
Incoder_H,PersonRequest,0.0
Incoder_H,PushBoxGame,0.0
Incoder_H,RegexUtils,0.0
Incoder_H,RPGCharacter,0.0
Incoder_H,Server,0.0
Incoder_H,ShoppingCart,1.0
Incoder_H,SignInSystem,0.0
Incoder_H,Snake,0.0
Incoder_H,SplitSentence,0.0
Incoder_H,SQLGenerator,0.0
Incoder_H,SQLQueryBuilder,0.0
Incoder_H,Statistics3,0.0
Incoder_H,StockPortfolioTracker,0.0
Incoder_H,StudentDatabaseProcessor,0.0
Incoder_H,TextFileProcessor,0.0
Incoder_H,Thermostat,0.0
Incoder_H,TicTacToe,0.0
Incoder_H,TimeUtils,0.0
Incoder_H,TriCalculator,0.0
Incoder_H,TwentyFourPointGame,0.0
Incoder_H,URLHandler,0.0
Incoder_H,UrlPath,0.0
Incoder_H,UserLoginDB,0.0
Incoder_H,VectorUtil,0.0
Incoder_H,VendingMachine,0.0
Incoder_H,Warehouse,0.0
Incoder_H,WeatherSystem,0.0
Incoder_H,Words2Numbers,0.0
Incoder_H,XMLProcessor,0.0
Incoder_H,ZipFileProcessor,0.0
Incoder_I,AccessGatewayFilter,0.0
Incoder_I,AreaCalculator,0.0
Incoder_I,ArgumentParser,0.0
Incoder_I,ArrangementCalculator,0.0
Incoder_I,AssessmentSystem,1.0
Incoder_I,AutomaticGuitarSimulator,0.0
Incoder_I,AvgPartition,0.0
Incoder_I,BalancedBrackets,0.0
Incoder_I,BankAccount,1.0
Incoder_I,BigNumCalculator,0.0
Incoder_I,BinaryDataProcessor,0.0
Incoder_I,BitStatusUtil,0.0
Incoder_I,BlackjackGame,0.0
Incoder_I,BookManagement,0.0
Incoder_I,BookManagementDB,0.0
Incoder_I,BoyerMooreSearch,0.0
Incoder_I,Calculator,0.0
Incoder_I,CalendarUtil,0.0
Incoder_I,CamelCaseMap,0.0
Incoder_I,ChandrasekharSieve,0.0
Incoder_I,Chat,0.0
Incoder_I,Classroom,0.0
Incoder_I,ClassRegistrationSystem,0.0
Incoder_I,CombinationCalculator,0.0
Incoder_I,ComplexCalculator,0.0
Incoder_I,CookiesUtil,0.0
Incoder_I,CSVProcessor,0.0
Incoder_I,CurrencyConverter,0.0
Incoder_I,DatabaseProcessor,0.0
Incoder_I,DataStatistics,0.0
Incoder_I,DataStatistics2,0.0
Incoder_I,DataStatistics4,0.0
Incoder_I,DecryptionUtils,0.0
Incoder_I,DiscountStrategy,0.0
Incoder_I,DocFileHandler,0.0
Incoder_I,EightPuzzle,0.0
Incoder_I,EmailClient,0.0
Incoder_I,EncryptionUtils,0.0
Incoder_I,ExcelProcessor,0.0
Incoder_I,ExpressionCalculator,0.0
Incoder_I,FitnessTracker,0.0
Incoder_I,GomokuGame,0.0
Incoder_I,Hotel,1.0
Incoder_I,HRManagementSystem,0.0
Incoder_I,HtmlUtil,0.0
Incoder_I,ImageProcessor,0.0
Incoder_I,Interpolation,0.0
Incoder_I,IPAddress,0.0
Incoder_I,IpUtil,0.0
Incoder_I,JobMarketplace,0.0
Incoder_I,JSONProcessor,0.0
Incoder_I,KappaCalculator,0.0
Incoder_I,Lemmatization,0.0
Incoder_I,LongestWord,0.0
Incoder_I,MahjongConnect,0.0
Incoder_I,Manacher,0.0
Incoder_I,MetricsCalculator,0.0
Incoder_I,MetricsCalculator2,0.0
Incoder_I,MinesweeperGame,0.0
Incoder_I,MovieBookingSystem,0.0
Incoder_I,MovieTicketDB,1.0
Incoder_I,MusicPlayer,0.0
Incoder_I,NLPDataProcessor,0.0
Incoder_I,NLPDataProcessor2,0.0
Incoder_I,NumberConverter,0.0
Incoder_I,NumberWordFormatter,0.0
Incoder_I,NumericEntityUnescaper,0.0
Incoder_I,Order,0.0
Incoder_I,PageUtil,0.0
Incoder_I,PDFHandler,0.0
Incoder_I,PersonRequest,0.0
Incoder_I,PushBoxGame,0.0
Incoder_I,RegexUtils,0.0
Incoder_I,RPGCharacter,0.0
Incoder_I,Server,0.0
Incoder_I,ShoppingCart,1.0
Incoder_I,SignInSystem,0.0
Incoder_I,Snake,0.0
Incoder_I,SplitSentence,0.0
Incoder_I,SQLGenerator,0.0
Incoder_I,SQLQueryBuilder,0.0
Incoder_I,Statistics3,0.0
Incoder_I,StockPortfolioTracker,0.0
Incoder_I,StudentDatabaseProcessor,0.0
Incoder_I,TextFileProcessor,0.0
Incoder_I,Thermostat,0.0
Incoder_I,TicTacToe,0.0
Incoder_I,TimeUtils,0.0
Incoder_I,TriCalculator,0.0
Incoder_I,TwentyFourPointGame,0.0
Incoder_I,URLHandler,0.0
Incoder_I,UrlPath,0.0
Incoder_I,UserLoginDB,0.0
Incoder_I,VectorUtil,0.0
Incoder_I,VendingMachine,0.0
Incoder_I,Warehouse,0.0
Incoder_I,WeatherSystem,0.0
Incoder_I,Words2Numbers,0.0
Incoder_I,XMLProcessor,0.0
Incoder_I,ZipFileProcessor,1.0
Instruct-CodeGen_C,AccessGatewayFilter,0.0
Instruct-CodeGen_C,AreaCalculator,0.0
Instruct-CodeGen_C,ArgumentParser,0.0
Instruct-CodeGen_C,ArrangementCalculator,0.0
Instruct-CodeGen_C,AssessmentSystem,1.0
Instruct-CodeGen_C,AutomaticGuitarSimulator,0.0
Instruct-CodeGen_C,AvgPartition,0.0
Instruct-CodeGen_C,BalancedBrackets,1.0
Instruct-CodeGen_C,BankAccount,0.0
Instruct-CodeGen_C,BigNumCalculator,0.0
Instruct-CodeGen_C,BinaryDataProcessor,0.0
Instruct-CodeGen_C,BitStatusUtil,0.0
Instruct-CodeGen_C,BlackjackGame,0.0
Instruct-CodeGen_C,BookManagement,0.0
Instruct-CodeGen_C,BookManagementDB,0.0
Instruct-CodeGen_C,BoyerMooreSearch,0.0
Instruct-CodeGen_C,Calculator,0.0
Instruct-CodeGen_C,CalendarUtil,0.0
Instruct-CodeGen_C,CamelCaseMap,0.0
Instruct-CodeGen_C,ChandrasekharSieve,0.0
Instruct-CodeGen_C,Chat,0.0
Instruct-CodeGen_C,Classroom,0.0
Instruct-CodeGen_C,ClassRegistrationSystem,0.0
Instruct-CodeGen_C,CombinationCalculator,0.0
Instruct-CodeGen_C,ComplexCalculator,0.0
Instruct-CodeGen_C,CookiesUtil,0.0
Instruct-CodeGen_C,CSVProcessor,0.0
Instruct-CodeGen_C,CurrencyConverter,1.0
Instruct-CodeGen_C,DatabaseProcessor,0.0
Instruct-CodeGen_C,DataStatistics,0.0
Instruct-CodeGen_C,DataStatistics2,0.0
Instruct-CodeGen_C,DataStatistics4,0.0
Instruct-CodeGen_C,DecryptionUtils,0.0
Instruct-CodeGen_C,DiscountStrategy,0.0
Instruct-CodeGen_C,DocFileHandler,0.0
Instruct-CodeGen_C,EightPuzzle,0.0
Instruct-CodeGen_C,EmailClient,0.0
Instruct-CodeGen_C,EncryptionUtils,0.0
Instruct-CodeGen_C,ExcelProcessor,0.0
Instruct-CodeGen_C,ExpressionCalculator,0.0
Instruct-CodeGen_C,FitnessTracker,0.0
Instruct-CodeGen_C,GomokuGame,0.0
Instruct-CodeGen_C,Hotel,1.0
Instruct-CodeGen_C,HRManagementSystem,0.0
Instruct-CodeGen_C,HtmlUtil,0.0
Instruct-CodeGen_C,ImageProcessor,0.0
Instruct-CodeGen_C,Interpolation,0.0
Instruct-CodeGen_C,IPAddress,0.0
Instruct-CodeGen_C,IpUtil,0.0
Instruct-CodeGen_C,JobMarketplace,0.0
Instruct-CodeGen_C,JSONProcessor,0.0
Instruct-CodeGen_C,KappaCalculator,0.0
Instruct-CodeGen_C,Lemmatization,0.0
Instruct-CodeGen_C,LongestWord,0.0
Instruct-CodeGen_C,MahjongConnect,0.0
Instruct-CodeGen_C,Manacher,0.0
Instruct-CodeGen_C,MetricsCalculator,0.0
Instruct-CodeGen_C,MetricsCalculator2,0.0
Instruct-CodeGen_C,MinesweeperGame,0.0
Instruct-CodeGen_C,MovieBookingSystem,0.0
Instruct-CodeGen_C,MovieTicketDB,0.0
Instruct-CodeGen_C,MusicPlayer,1.0
Instruct-CodeGen_C,NLPDataProcessor,0.0
Instruct-CodeGen_C,NLPDataProcessor2,0.0
Instruct-CodeGen_C,NumberConverter,0.0
Instruct-CodeGen_C,NumberWordFormatter,0.0
Instruct-CodeGen_C,NumericEntityUnescaper,0.0
Instruct-CodeGen_C,Order,0.0
Instruct-CodeGen_C,PageUtil,0.0
Instruct-CodeGen_C,PDFHandler,0.0
Instruct-CodeGen_C,PersonRequest,1.0
Instruct-CodeGen_C,PushBoxGame,0.0
Instruct-CodeGen_C,RegexUtils,0.0
Instruct-CodeGen_C,RPGCharacter,0.0
Instruct-CodeGen_C,Server,0.0
Instruct-CodeGen_C,ShoppingCart,0.0
Instruct-CodeGen_C,SignInSystem,0.0
Instruct-CodeGen_C,Snake,0.0
Instruct-CodeGen_C,SplitSentence,0.0
Instruct-CodeGen_C,SQLGenerator,0.0
Instruct-CodeGen_C,SQLQueryBuilder,0.0
Instruct-CodeGen_C,Statistics3,0.0
Instruct-CodeGen_C,StockPortfolioTracker,0.0
Instruct-CodeGen_C,StudentDatabaseProcessor,0.0
Instruct-CodeGen_C,TextFileProcessor,0.0
Instruct-CodeGen_C,Thermostat,0.0
Instruct-CodeGen_C,TicTacToe,0.0
Instruct-CodeGen_C,TimeUtils,0.0
Instruct-CodeGen_C,TriCalculator,0.0
Instruct-CodeGen_C,TwentyFourPointGame,0.0
Instruct-CodeGen_C,URLHandler,0.0
Instruct-CodeGen_C,UrlPath,0.0
Instruct-CodeGen_C,UserLoginDB,0.0
Instruct-CodeGen_C,VectorUtil,0.0
Instruct-CodeGen_C,VendingMachine,0.0
Instruct-CodeGen_C,Warehouse,0.0
Instruct-CodeGen_C,WeatherSystem,0.0
Instruct-CodeGen_C,Words2Numbers,0.0
Instruct-CodeGen_C,XMLProcessor,0.0
Instruct-CodeGen_C,ZipFileProcessor,0.0
Instruct-CodeGen_H,AccessGatewayFilter,0.0
Instruct-CodeGen_H,AreaCalculator,0.0
Instruct-CodeGen_H,ArgumentParser,0.0
Instruct-CodeGen_H,ArrangementCalculator,0.0
Instruct-CodeGen_H,AssessmentSystem,1.0
Instruct-CodeGen_H,AutomaticGuitarSimulator,0.0
Instruct-CodeGen_H,AvgPartition,0.0
Instruct-CodeGen_H,BalancedBrackets,0.0
Instruct-CodeGen_H,BankAccount,0.0
Instruct-CodeGen_H,BigNumCalculator,0.0
Instruct-CodeGen_H,BinaryDataProcessor,0.0
Instruct-CodeGen_H,BitStatusUtil,0.0
Instruct-CodeGen_H,BlackjackGame,0.0
Instruct-CodeGen_H,BookManagement,0.0
Instruct-CodeGen_H,BookManagementDB,0.0
Instruct-CodeGen_H,BoyerMooreSearch,0.0
Instruct-CodeGen_H,Calculator,0.0
Instruct-CodeGen_H,CalendarUtil,0.0
Instruct-CodeGen_H,CamelCaseMap,0.0
Instruct-CodeGen_H,ChandrasekharSieve,0.0
Instruct-CodeGen_H,Chat,0.0
Instruct-CodeGen_H,Classroom,1.0
Instruct-CodeGen_H,ClassRegistrationSystem,0.0
Instruct-CodeGen_H,CombinationCalculator,0.0
Instruct-CodeGen_H,ComplexCalculator,0.0
Instruct-CodeGen_H,CookiesUtil,0.0
Instruct-CodeGen_H,CSVProcessor,0.0
Instruct-CodeGen_H,CurrencyConverter,0.0
Instruct-CodeGen_H,DatabaseProcessor,0.0
Instruct-CodeGen_H,DataStatistics,0.0
Instruct-CodeGen_H,DataStatistics2,0.0
Instruct-CodeGen_H,DataStatistics4,0.0
Instruct-CodeGen_H,DecryptionUtils,0.0
Instruct-CodeGen_H,DiscountStrategy,0.0
Instruct-CodeGen_H,DocFileHandler,0.0
Instruct-CodeGen_H,EightPuzzle,0.0
Instruct-CodeGen_H,EmailClient,0.0
Instruct-CodeGen_H,EncryptionUtils,0.0
Instruct-CodeGen_H,ExcelProcessor,0.0
Instruct-CodeGen_H,ExpressionCalculator,0.0
Instruct-CodeGen_H,FitnessTracker,0.0
Instruct-CodeGen_H,GomokuGame,0.0
Instruct-CodeGen_H,Hotel,1.0
Instruct-CodeGen_H,HRManagementSystem,0.0
Instruct-CodeGen_H,HtmlUtil,0.0
Instruct-CodeGen_H,ImageProcessor,0.0
Instruct-CodeGen_H,Interpolation,0.0
Instruct-CodeGen_H,IPAddress,0.0
Instruct-CodeGen_H,IpUtil,0.0
Instruct-CodeGen_H,JobMarketplace,0.0
Instruct-CodeGen_H,JSONProcessor,0.0
Instruct-CodeGen_H,KappaCalculator,0.0
Instruct-CodeGen_H,Lemmatization,0.0
Instruct-CodeGen_H,LongestWord,0.0
Instruct-CodeGen_H,MahjongConnect,0.0
Instruct-CodeGen_H,Manacher,0.0
Instruct-CodeGen_H,MetricsCalculator,0.0
Instruct-CodeGen_H,MetricsCalculator2,0.0
Instruct-CodeGen_H,MinesweeperGame,0.0
Instruct-CodeGen_H,MovieBookingSystem,0.0
Instruct-CodeGen_H,MovieTicketDB,1.0
Instruct-CodeGen_H,MusicPlayer,0.0
Instruct-CodeGen_H,NLPDataProcessor,0.0
Instruct-CodeGen_H,NLPDataProcessor2,0.0
Instruct-CodeGen_H,NumberConverter,0.0
Instruct-CodeGen_H,NumberWordFormatter,0.0
Instruct-CodeGen_H,NumericEntityUnescaper,0.0
Instruct-CodeGen_H,Order,0.0
Instruct-CodeGen_H,PageUtil,0.0
Instruct-CodeGen_H,PDFHandler,0.0
Instruct-CodeGen_H,PersonRequest,1.0
Instruct-CodeGen_H,PushBoxGame,0.0
Instruct-CodeGen_H,RegexUtils,0.0
Instruct-CodeGen_H,RPGCharacter,0.0
Instruct-CodeGen_H,Server,0.0
Instruct-CodeGen_H,ShoppingCart,0.0
Instruct-CodeGen_H,SignInSystem,1.0
Instruct-CodeGen_H,Snake,0.0
Instruct-CodeGen_H,SplitSentence,0.0
Instruct-CodeGen_H,SQLGenerator,0.0
Instruct-CodeGen_H,SQLQueryBuilder,0.0
Instruct-CodeGen_H,Statistics3,0.0
Instruct-CodeGen_H,StockPortfolioTracker,0.0
Instruct-CodeGen_H,StudentDatabaseProcessor,1.0
Instruct-CodeGen_H,TextFileProcessor,0.0
Instruct-CodeGen_H,Thermostat,0.0
Instruct-CodeGen_H,TicTacToe,0.0
Instruct-CodeGen_H,TimeUtils,0.0
Instruct-CodeGen_H,TriCalculator,0.0
Instruct-CodeGen_H,TwentyFourPointGame,0.0
Instruct-CodeGen_H,URLHandler,0.0
Instruct-CodeGen_H,UrlPath,0.0
Instruct-CodeGen_H,UserLoginDB,0.0
Instruct-CodeGen_H,VectorUtil,0.0
Instruct-CodeGen_H,VendingMachine,0.0
Instruct-CodeGen_H,Warehouse,0.0
Instruct-CodeGen_H,WeatherSystem,0.0
Instruct-CodeGen_H,Words2Numbers,0.0
Instruct-CodeGen_H,XMLProcessor,0.0
Instruct-CodeGen_H,ZipFileProcessor,0.0
Instruct-CodeGen_I,AccessGatewayFilter,0.0
Instruct-CodeGen_I,AreaCalculator,0.0
Instruct-CodeGen_I,ArgumentParser,0.0
Instruct-CodeGen_I,ArrangementCalculator,0.0
Instruct-CodeGen_I,AssessmentSystem,1.0
Instruct-CodeGen_I,AutomaticGuitarSimulator,0.0
Instruct-CodeGen_I,AvgPartition,0.0
Instruct-CodeGen_I,BalancedBrackets,0.0
Instruct-CodeGen_I,BankAccount,1.0
Instruct-CodeGen_I,BigNumCalculator,0.0
Instruct-CodeGen_I,BinaryDataProcessor,1.0
Instruct-CodeGen_I,BitStatusUtil,0.0
Instruct-CodeGen_I,BlackjackGame,0.0
Instruct-CodeGen_I,BookManagement,0.0
Instruct-CodeGen_I,BookManagementDB,0.0
Instruct-CodeGen_I,BoyerMooreSearch,0.0
Instruct-CodeGen_I,Calculator,0.0
Instruct-CodeGen_I,CalendarUtil,0.0
Instruct-CodeGen_I,CamelCaseMap,0.0
Instruct-CodeGen_I,ChandrasekharSieve,0.0
Instruct-CodeGen_I,Chat,0.0
Instruct-CodeGen_I,Classroom,0.0
Instruct-CodeGen_I,ClassRegistrationSystem,0.0
Instruct-CodeGen_I,CombinationCalculator,0.0
Instruct-CodeGen_I,ComplexCalculator,0.0
Instruct-CodeGen_I,CookiesUtil,0.0
Instruct-CodeGen_I,CSVProcessor,0.0
Instruct-CodeGen_I,CurrencyConverter,1.0
Instruct-CodeGen_I,DatabaseProcessor,0.0
Instruct-CodeGen_I,DataStatistics,1.0
Instruct-CodeGen_I,DataStatistics2,0.0
Instruct-CodeGen_I,DataStatistics4,0.0
Instruct-CodeGen_I,DecryptionUtils,0.0
Instruct-CodeGen_I,DiscountStrategy,0.0
Instruct-CodeGen_I,DocFileHandler,0.0
Instruct-CodeGen_I,EightPuzzle,0.0
Instruct-CodeGen_I,EmailClient,0.0
Instruct-CodeGen_I,EncryptionUtils,0.0
Instruct-CodeGen_I,ExcelProcessor,0.0
Instruct-CodeGen_I,ExpressionCalculator,0.0
Instruct-CodeGen_I,FitnessTracker,0.0
Instruct-CodeGen_I,GomokuGame,0.0
Instruct-CodeGen_I,Hotel,1.0
Instruct-CodeGen_I,HRManagementSystem,0.0
Instruct-CodeGen_I,HtmlUtil,0.0
Instruct-CodeGen_I,ImageProcessor,0.0
Instruct-CodeGen_I,Interpolation,0.0
Instruct-CodeGen_I,IPAddress,0.0
Instruct-CodeGen_I,IpUtil,0.0
Instruct-CodeGen_I,JobMarketplace,0.0
Instruct-CodeGen_I,JSONProcessor,0.0
Instruct-CodeGen_I,KappaCalculator,0.0
Instruct-CodeGen_I,Lemmatization,0.0
Instruct-CodeGen_I,LongestWord,1.0
Instruct-CodeGen_I,MahjongConnect,0.0
Instruct-CodeGen_I,Manacher,0.0
Instruct-CodeGen_I,MetricsCalculator,0.0
Instruct-CodeGen_I,MetricsCalculator2,0.0
Instruct-CodeGen_I,MinesweeperGame,0.0
Instruct-CodeGen_I,MovieBookingSystem,0.0
Instruct-CodeGen_I,MovieTicketDB,0.0
Instruct-CodeGen_I,MusicPlayer,0.0
Instruct-CodeGen_I,NLPDataProcessor,0.0
Instruct-CodeGen_I,NLPDataProcessor2,1.0
Instruct-CodeGen_I,NumberConverter,0.0
Instruct-CodeGen_I,NumberWordFormatter,0.0
Instruct-CodeGen_I,NumericEntityUnescaper,0.0
Instruct-CodeGen_I,Order,0.0
Instruct-CodeGen_I,PageUtil,0.0
Instruct-CodeGen_I,PDFHandler,0.0
Instruct-CodeGen_I,PersonRequest,1.0
Instruct-CodeGen_I,PushBoxGame,0.0
Instruct-CodeGen_I,RegexUtils,0.0
Instruct-CodeGen_I,RPGCharacter,0.0
Instruct-CodeGen_I,Server,0.0
Instruct-CodeGen_I,ShoppingCart,1.0
Instruct-CodeGen_I,SignInSystem,0.0
Instruct-CodeGen_I,Snake,0.0
Instruct-CodeGen_I,SplitSentence,0.0
Instruct-CodeGen_I,SQLGenerator,0.0
Instruct-CodeGen_I,SQLQueryBuilder,0.0
Instruct-CodeGen_I,Statistics3,0.0
Instruct-CodeGen_I,StockPortfolioTracker,0.0
Instruct-CodeGen_I,StudentDatabaseProcessor,0.0
Instruct-CodeGen_I,TextFileProcessor,0.0
Instruct-CodeGen_I,Thermostat,0.0
Instruct-CodeGen_I,TicTacToe,0.0
Instruct-CodeGen_I,TimeUtils,1.0
Instruct-CodeGen_I,TriCalculator,0.0
Instruct-CodeGen_I,TwentyFourPointGame,0.0
Instruct-CodeGen_I,URLHandler,0.0
Instruct-CodeGen_I,UrlPath,0.0
Instruct-CodeGen_I,UserLoginDB,0.0
Instruct-CodeGen_I,VectorUtil,0.0
Instruct-CodeGen_I,VendingMachine,0.0
Instruct-CodeGen_I,Warehouse,0.0
Instruct-CodeGen_I,WeatherSystem,0.0
Instruct-CodeGen_I,Words2Numbers,0.0
Instruct-CodeGen_I,XMLProcessor,0.0
Instruct-CodeGen_I,ZipFileProcessor,0.0
Instruct-StarCoder_C,AccessGatewayFilter,0.0
Instruct-StarCoder_C,AreaCalculator,0.0
Instruct-StarCoder_C,ArgumentParser,0.0
Instruct-StarCoder_C,ArrangementCalculator,0.0
Instruct-StarCoder_C,AssessmentSystem,1.0
Instruct-StarCoder_C,AutomaticGuitarSimulator,0.0
Instruct-StarCoder_C,AvgPartition,1.0
Instruct-StarCoder_C,BalancedBrackets,1.0
Instruct-StarCoder_C,BankAccount,1.0
Instruct-StarCoder_C,BigNumCalculator,0.0
Instruct-StarCoder_C,BinaryDataProcessor,0.0
Instruct-StarCoder_C,BitStatusUtil,0.0
Instruct-StarCoder_C,BlackjackGame,0.0
Instruct-StarCoder_C,BookManagement,0.0
Instruct-StarCoder_C,BookManagementDB,0.0
Instruct-StarCoder_C,BoyerMooreSearch,0.0
Instruct-StarCoder_C,Calculator,0.0
Instruct-StarCoder_C,CalendarUtil,0.0
Instruct-StarCoder_C,CamelCaseMap,0.0
Instruct-StarCoder_C,ChandrasekharSieve,1.0
Instruct-StarCoder_C,Chat,0.0
Instruct-StarCoder_C,Classroom,0.0
Instruct-StarCoder_C,ClassRegistrationSystem,0.0
Instruct-StarCoder_C,CombinationCalculator,0.0
Instruct-StarCoder_C,ComplexCalculator,0.0
Instruct-StarCoder_C,CookiesUtil,0.0
Instruct-StarCoder_C,CSVProcessor,0.0
Instruct-StarCoder_C,CurrencyConverter,0.0
Instruct-StarCoder_C,DatabaseProcessor,0.0
Instruct-StarCoder_C,DataStatistics,0.0
Instruct-StarCoder_C,DataStatistics2,0.0
Instruct-StarCoder_C,DataStatistics4,0.0
Instruct-StarCoder_C,DecryptionUtils,0.0
Instruct-StarCoder_C,DiscountStrategy,0.0
Instruct-StarCoder_C,DocFileHandler,0.0
Instruct-StarCoder_C,EightPuzzle,0.0
Instruct-StarCoder_C,EmailClient,0.0
Instruct-StarCoder_C,EncryptionUtils,0.0
Instruct-StarCoder_C,ExcelProcessor,0.0
Instruct-StarCoder_C,ExpressionCalculator,0.0
Instruct-StarCoder_C,FitnessTracker,0.0
Instruct-StarCoder_C,GomokuGame,0.0
Instruct-StarCoder_C,Hotel,1.0
Instruct-StarCoder_C,HRManagementSystem,0.0
Instruct-StarCoder_C,HtmlUtil,0.0
Instruct-StarCoder_C,ImageProcessor,0.0
Instruct-StarCoder_C,Interpolation,0.0
Instruct-StarCoder_C,IPAddress,0.0
Instruct-StarCoder_C,IpUtil,0.0
Instruct-StarCoder_C,JobMarketplace,0.0
Instruct-StarCoder_C,JSONProcessor,0.0
Instruct-StarCoder_C,KappaCalculator,0.0
Instruct-StarCoder_C,Lemmatization,0.0
Instruct-StarCoder_C,LongestWord,0.0
Instruct-StarCoder_C,MahjongConnect,0.0
Instruct-StarCoder_C,Manacher,0.0
Instruct-StarCoder_C,MetricsCalculator,0.0
Instruct-StarCoder_C,MetricsCalculator2,0.0
Instruct-StarCoder_C,MinesweeperGame,0.0
Instruct-StarCoder_C,MovieBookingSystem,0.0
Instruct-StarCoder_C,MovieTicketDB,0.0
Instruct-StarCoder_C,MusicPlayer,1.0
Instruct-StarCoder_C,NLPDataProcessor,0.0
Instruct-StarCoder_C,NLPDataProcessor2,0.0
Instruct-StarCoder_C,NumberConverter,0.0
Instruct-StarCoder_C,NumberWordFormatter,0.0
Instruct-StarCoder_C,NumericEntityUnescaper,0.0
Instruct-StarCoder_C,Order,0.0
Instruct-StarCoder_C,PageUtil,0.0
Instruct-StarCoder_C,PDFHandler,0.0
Instruct-StarCoder_C,PersonRequest,1.0
Instruct-StarCoder_C,PushBoxGame,0.0
Instruct-StarCoder_C,RegexUtils,0.0
Instruct-StarCoder_C,RPGCharacter,0.0
Instruct-StarCoder_C,Server,0.0
Instruct-StarCoder_C,ShoppingCart,1.0
Instruct-StarCoder_C,SignInSystem,0.0
Instruct-StarCoder_C,Snake,0.0
Instruct-StarCoder_C,SplitSentence,0.0
Instruct-StarCoder_C,SQLGenerator,0.0
Instruct-StarCoder_C,SQLQueryBuilder,0.0
Instruct-StarCoder_C,Statistics3,0.0
Instruct-StarCoder_C,StockPortfolioTracker,0.0
Instruct-StarCoder_C,StudentDatabaseProcessor,0.0
Instruct-StarCoder_C,TextFileProcessor,0.0
Instruct-StarCoder_C,Thermostat,0.0
Instruct-StarCoder_C,TicTacToe,0.0
Instruct-StarCoder_C,TimeUtils,0.0
Instruct-StarCoder_C,TriCalculator,0.0
Instruct-StarCoder_C,TwentyFourPointGame,0.0
Instruct-StarCoder_C,URLHandler,0.0
Instruct-StarCoder_C,UrlPath,0.0
Instruct-StarCoder_C,UserLoginDB,0.0
Instruct-StarCoder_C,VectorUtil,0.0
Instruct-StarCoder_C,VendingMachine,0.0
Instruct-StarCoder_C,Warehouse,0.0
Instruct-StarCoder_C,WeatherSystem,0.0
Instruct-StarCoder_C,Words2Numbers,0.0
Instruct-StarCoder_C,XMLProcessor,0.0
Instruct-StarCoder_C,ZipFileProcessor,0.0
Instruct-StarCoder_H,AccessGatewayFilter,0.0
Instruct-StarCoder_H,AreaCalculator,0.0
Instruct-StarCoder_H,ArgumentParser,0.0
Instruct-StarCoder_H,ArrangementCalculator,0.0
Instruct-StarCoder_H,AssessmentSystem,1.0
Instruct-StarCoder_H,AutomaticGuitarSimulator,0.0
Instruct-StarCoder_H,AvgPartition,0.0
Instruct-StarCoder_H,BalancedBrackets,1.0
Instruct-StarCoder_H,BankAccount,1.0
Instruct-StarCoder_H,BigNumCalculator,0.0
Instruct-StarCoder_H,BinaryDataProcessor,0.0
Instruct-StarCoder_H,BitStatusUtil,0.0
Instruct-StarCoder_H,BlackjackGame,0.0
Instruct-StarCoder_H,BookManagement,0.0
Instruct-StarCoder_H,BookManagementDB,0.0
Instruct-StarCoder_H,BoyerMooreSearch,0.0
Instruct-StarCoder_H,Calculator,0.0
Instruct-StarCoder_H,CalendarUtil,0.0
Instruct-StarCoder_H,CamelCaseMap,0.0
Instruct-StarCoder_H,ChandrasekharSieve,1.0
Instruct-StarCoder_H,Chat,0.0
Instruct-StarCoder_H,Classroom,0.0
Instruct-StarCoder_H,ClassRegistrationSystem,0.0
Instruct-StarCoder_H,CombinationCalculator,0.0
